"person_id","person_name","person__wikidata_item","rank_name","position","rank_item","rank_acquisition_date"
1722337,Белоусов Андрей Иванович,Q140121874,чрезвычайный и полномочный посланник 2 класса,"заместитель постоянного представителя | постоянное представительство российской федерации при отделении оон и других международных организациях в женеве, швейцарская конфедерация",Q139927432,"28.12.2021"
1722338,Берсенев Константин Алексеевич,Q140121875,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | четвертый европейский департамент,Q139927432,"11.06.2019"
1722339,Бессонов Евгений Геннадьевич,Q140121876,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент международных организаций,Q139927432,"13.06.2018"
1722340,Боголюбов Сергей ,Q140121880,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | генеральный секретариат (департамент),Q139927432,"27.12.2024"
1722341,Богомолова Анна Павловна,Q140121881,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | генеральный секретариат (департамент),Q139927432,"02.10.2023"
1722342,Бородин Дмитрий Андреевич,Q140121884,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент ситуационно-кризисный центр,Q139927432,"10.06.2017"
1722343,Бредихин Олег Николаевич,Q140121886,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | четвертый европейский департамент,Q139927432,"28.12.2018"
1722344,Бубликов Вадим Владимирович,Q140121887,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | третий департамент азии,Q139927432,"10.06.2017"
1722345,Будаев Александр Николаевич,Q140121888,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в хайфе,государство израиль",Q139927432,"26.12.2017"
1722346,Букин Дмитрий Васильевич,Q140121889,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент международной информационной безопасности,Q139927432,"10.02.2016"
1722347,Варламов Игорь Николаевич,Q140121898,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике колумбии,Q139927432,"02.10.2023"
1722348,Васильев Вадим Игорьевич,Q140121899,чрезвычайный и полномочный посланник 2 класса,главный советник департамента | департамент по многостороннему гуманитарному сотрудничеству и культурным связям,Q139927432,"02.10.2020"
1722349,Васильев Сергей Юрьевич,Q140121900,чрезвычайный и полномочный посланник 2 класса,"заместитель постоянного представителя | постоянное представительство российской федерации при отделении оон и других международных организациях в женеве, швейцарская конфедерация",Q139927432,"02.10.2023"
1722350,Владимиров Андрей Юрьевич,Q140121906,чрезвычайный и полномочный посланник 2 класса,главный советник департамента | третий департамент стран снг,Q139927432,"11.06.2019"
1722351,Волков Максим Геннадьевич,Q140121908,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | первый департамент азии,Q139927432,"11.06.2019"
1722352,Володин Иван Алексеевич,Q140121909,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | правовой департамент,Q139927432,"11.06.2021"
1722353,Воронцов Константин Витальевич,Q140121911,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент по вопросам нераспространения и контроля над вооружениями,Q139927432,"01.04.2024"
1722354,Воропаев Виктор Сергеевич,Q136816810,чрезвычайный и полномочный посланник 2 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике нигер,Q139927432,"10.06.2022"
1722355,Гаврилов Олег Владимирович,Q140121916,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент информации и печати,Q139927432,"01.04.2024"
1722356,Гарибян Тигран Левонович,Q140121918,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в венгрии,Q139927432,"26.12.2025"
1722357,Геворкян Рафаэл Самвелович,Q140121919,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в исламской республике иран,Q139927432,"13.06.2024"
1722358,Голуб Алексей Иванович,Q140121920,чрезвычайный и полномочный посланник 2 класса,"заместитель директора департамента | департамент по связям с субъектами федерации,парламентом и общественными объединениями",Q139927432,"10.06.2022"
1722359,Горбунов Иван Николаевич,Q140121923,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | четвертый европейский департамент,Q139927432,"02.10.2020"
1722360,Горшкова Елена Вячеславовна,Q140121924,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент кадров,Q139927432,"26.12.2025"
1722361,Градов Сергей Викторович,Q140121925,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | валютно-финансовый департамент,Q139927432,"10.02.2025"
1722362,Григорьев Александр Владимирович,Q16639759,чрезвычайный и полномочный посланник 2 класса,начальник отдела в департаменте | департамент по работе с соотечественниками за рубежом,Q139927432,"01.10.2019"
1722363,Григорьев Алексей Юрьевич,Q140121927,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | первый европейский департамент,Q139927432,"01.04.2024"
1722364,Гусаров Александр Евгеньевич,Q140121929,чрезвычайный и полномочный посланник 2 класса,директор департамента | департамент северной атлантики,Q139927432,"08.11.2023"
1722365,Гущин Сергей Владимирович,Q140121930,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации во французской республике,Q139927432,"01.11.2025"
1722366,Дегтярев Константин Петрович,Q140121933,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент кадров,Q139927432,"01.10.2024"
1722367,Дмитриченко Андрей Иванович,Q140121937,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в королевстве таиланд,Q139927432,"01.10.2024"
1722368,Дорохин Константин Сергеевич,Q140121939,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике колумбия,Q139927432,"02.10.2020"
1722369,Дронов Андрей Юрьевич,Q140121941,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в лейпциге, федеративная республика германия",Q139927432,"25.12.2020"
1722370,Дудник Оксана Сергеевна,Q140121942,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в пусане, республика корея",Q139927432,"09.06.2023"
1722371,Дьяченко Сергей Владимирович,Q140121946,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | первый департамент стран снг,Q139927432,"10.06.2022"
1722372,Дьячков Денис Геннадьевич,Q140121947,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в аргентинской республике,Q139927432,"01.04.2024"
1722373,Евсеев Виктор Викторович,Q140121948,чрезвычайный и полномочный посланник 2 класса,начальник отдела в департаменте | департамент африки,Q139927432,"10.02.2018"
1722374,Евстигнеева Анна Михайловна,Q140121949,чрезвычайный и полномочный посланник 2 класса,"заместитель постоянного представителя | постоянное представительство российской федерации при оон в нью-йорке, соединенные штаты америки",Q139927432,"11.06.2021"
1722375,Егоров Олег Романович,Q140121950,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент по работе с соотечественниками за рубежом,Q139927432,"09.04.2013"
1722376,Елкин Михаил Владимирович,Q140121951,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | второй департамент стран снг,Q139927432,"09.02.2023"
1722377,Журавлев Роман Игоревич,Q140121954,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | первый департамент азии,Q139927432,"12.09.2022"
1722378,Журов Александр Викторович,Q140121955,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике южная осетия,Q139927432,"10.06.2022"
1722379,Заболоцкая Мария Владимировна,Q140121956,чрезвычайный и полномочный посланник 2 класса,"заместитель постоянного представителя | постоянное представительство российской федерации при оон в нью-йорке, соединенные штаты америки",Q139927432,"09.02.2023"
1722380,Зеленов Александр Викторович,Q140121962,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | генеральный секретариат (департамент),Q139927432,"10.02.2022"
1722381,Иванов Алексей Юрьевич,Q140121963,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в турецкой республике,Q139927432,"10.02.2025"
1722382,Изотова Екатерина Алексеевна,Q140121966,чрезвычайный и полномочный посланник 2 класса,помощник министра | генеральный секретариат (департамент),Q139927432,"12.09.2022"
1722383,Истомин Александр Александрович,Q140121968,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в королевстве саудовская аравия,Q139927432,"27.12.2024"
1722384,Калашников Николай Владимирович,Q140121970,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент многостороннего сотрудничества по правам человека,Q139927432,"01.10.2024"
1722385,Калинин Андрей Викторович,Q4209441,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | правовой департамент,Q139927432,"09.06.2023"
1722386,Капустин Алексей Владимирович,Q140121973,чрезвычайный и полномочный посланник 2 класса,начальник отдела в департаменте | латиноамериканский департамент,Q139927432,"17.10.2016"
1722387,Караваев Игорь Вячеславович,Q140121974,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в королевстве камбоджа,Q139927432,"11.06.2025"
1722388,Ким Александр Вячеславович,Q140121978,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в соединенных штатах америки,Q139927432,"09.06.2023"
1722389,Ким Владимир Эдуардович,Q140121979,чрезвычайный и полномочный посланник 2 класса,главный советник департамента | генеральный секретариат (департамент),Q139927432,"13.06.2018"
1722390,Киселев Андрей Николаевич,Q140121980,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике хорватии,Q139927432,"27.12.2024"
1722391,Князева Анна Александровна,Q140121982,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | правовой департамент,Q139927432,"27.12.2024"
1722392,Ковалев Олег Анатольевич,Q140121985,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент ситуационно-кризисный центр,Q139927432,"03.09.2018"
1722393,Ковальчук Ирина Сергеевна,Q140121986,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | первый департамент стран снг,Q139927432,"09.06.2023"
1722394,Козлов Александр Викторович,Q140121987,чрезвычайный и полномочный посланник 2 класса,посол по особым поручениям | группа послов по особым поручениям мид российской федерации,Q139927432,"10.02.2016"
1722395,Козлов Александр Леонидович,Q140121988,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | второй департамент азии,Q139927432,"02.10.2023"
1722396,Кокорев Михаил Евгеньевич,Q140121989,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике эквадор,Q139927432,"10.02.2025"
1722397,Колесников Андрей Леонидович,Q140121990,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | второй европейский департамент,Q139927432,"02.10.2020"
1722398,Комаров Евгений Петрович,Q140121992,чрезвычайный и полномочный посланник 2 класса,помощник министра | ,Q139927432,"10.02.2026"
1722399,Кондаков Александр Валентинович,Q140121993,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | второй департамент стран снг,Q139927432,"09.02.2023"
1722400,Копнин Александр Анатольевич,Q140121997,чрезвычайный и полномочный посланник 2 класса,главный советник департамента | департамент по работе с соотечественниками за рубежом,Q139927432,"14.12.2012"
1722401,Копнина Елена Сергеевна,Q140121998,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в румынии,Q139927432,"01.10.2024"
1722402,Корнеев Михаил Юрьевич,Q140122000,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в федеративной демократической республике эфиопии,Q139927432,"28.12.2021"
1722403,Коротков Андрей Александрович,Q140122002,чрезвычайный и полномочный посланник 2 класса,советник министра | генеральный секретариат (департамент),Q139927432,"02.10.2023"
1722404,Косенкова Анна Владимировна,Q140122005,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике куба,Q139927432,"09.06.2023"
1722405,Коткова Инна Владимировна,Q140122008,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | правовой департамент,Q139927432,"11.06.2021"
1722406,Кошкин Василий Николаевич,Q140122009,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент кадров,Q139927432,"08.11.2023"
1722407,Кудрявцев Сергей Викторович,Q140122014,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в швейцарской конфедерации,Q139927432,"03.09.2018"
1722408,Кудрявцева Елена Юрьевна,Q140122015,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | латиноамериканский департамент,Q139927432,"02.10.2023"
1722409,Кузнецов Георгий Викторович,Q140122017,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент государственного протокола,Q139927432,"28.12.2021"
1722410,Кузьменков Степан ,Q140122018,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент по многостороннему гуманитарному сотрудничеству и культурным связям,Q139927432,"11.06.2025"
1722411,Кулагина Ирина Александровна,Q140122019,чрезвычайный и полномочный посланник 2 класса,"заместитель директора департамента | департамент по связям с субъектами федерации,парламентом и общественными объединениями",Q139927432,"10.02.2022"
1722412,Куликова Елена Владимировна,Q140122020,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | правовой департамент,Q139927432,"02.10.2020"
1722413,Курбанов Эльдар Марифович,Q140122022,чрезвычайный и полномочный посланник 2 класса,начальник отдела в департаменте | департамент ближнего востока и северной африки,Q139927432,"29.12.2022"
1722414,Лебеденко Владимир Юрьевич,Q140122024,чрезвычайный и полномочный посланник 2 класса,"заместитель директора департамента | департамент по связям с субъектами федерации,парламентом и общественными объединениями",Q139927432,"18.07.2007"
1722415,Леденев Андрей Андреевич,Q140122025,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в соединенных штатах америки,Q139927432,"13.02.2024"
1722416,Леонтьев Владимир Львович,Q140122027,чрезвычайный и полномочный посланник 2 класса,советник министра | генеральный секретариат (департамент),Q139927432,"05.12.2013"
1722417,Литвинов Андрей Борисович,Q140122030,чрезвычайный и полномочный посланник 2 класса,старший советник | посольство российской федерации в новой зеландии,Q139927432,"10.06.2017"
1722418,Логачев Сергей Олегович,Q140122034,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в объединенной республике танзании,Q139927432,"12.09.2022"
1722419,Лямин Андрей Вячеславович,Q140122037,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент азиатского и тихоокеанского сотрудничества,Q139927432,"08.07.2016"
1722420,Ляпин Владимир Александрович,Q140122038,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в королевстве швеция,Q139927432,"13.06.2024"
1722421,Магомедов Камиль Омарович,Q140122040,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | третий департамент стран снг,Q139927432,"10.02.2016"
1722422,Макаров Михаил Станиславович,Q140122042,чрезвычайный и полномочный посланник 2 класса,начальник отдела в департаменте | генеральный секретариат (департамент),Q139927432,"15.08.2013"
1722423,Макаров Николай Николаевич,Q65153320,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент внешнеполитического планирования,Q139927432,"13.12.2019"
1722424,Малькова Виктория Валерьевна,Q140122044,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | первый департамент стран снг,Q139927432,"01.10.2024"
1722425,Марков Алексей Геннадьевич,Q140122046,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в нью-йорке, соединенные штаты америки",Q139927432,"11.06.2025"
1722426,Мартынов Игорь Александрович,Q126971320,чрезвычайный и полномочный посланник 2 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в буркина-фасо,Q139927432,"11.06.2025"
1722427,Марченко Александр Александрович,Q140122047,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в алжирской народной демократической республике,Q139927432,"10.06.2022"
1722428,Матвеев Юрий Владимирович,Q140122051,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в арабской республике египет,Q139927432,"13.02.2024"
1722429,Медяник Евгений Александрович,Q140122053,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | генеральный секретариат (департамент),Q139927432,"08.06.2020"
1722430,Мельник Юрий Юрьевич,Q140122054,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике казахстан,Q139927432,"01.11.2025"
1722431,Мельников Николай Евгеньевич,Q140122055,чрезвычайный и полномочный посланник 2 класса,директор департамента | департамент информационного обеспечения,Q139927432,"11.06.2025"
1722432,Миронов Николай Валентинович,Q140122056,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент экономического сотрудничества,Q139927432,"13.09.2021"
1722433,Митрофанов Вадим Юрьевич,Q140122057,чрезвычайный и полномочный посланник 2 класса,и.о. директора департамента | департамент по работе с соотечественниками за рубежом,Q139927432,"03.09.2018"
1722434,Михайлов Дмитрий Юрьевич,Q140122058,чрезвычайный и полномочный посланник 2 класса,начальник отдела в департаменте | департамент лингвистического обеспечения,Q139927432,"13.09.2021"
1722435,Мокин Даниил Владимирович,Q140122059,чрезвычайный и полномочный посланник 2 класса,"заместитель постоянного представителя | постоянное представительство российской федерации при международных организациях в вене, австрийская республика",Q139927432,"01.10.2019"
1722436,Морозов Андрей Львович,Q140122062,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в боснии и герцеговине,Q139927432,"27.12.2024"
1722437,Мусиенко Александр Андреевич,Q140122065,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | третий департамент стран снг,Q139927432,"26.12.2017"
1722438,Налобин Сергей Николаевич,Q140122066,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент информации и печати,Q139927432,"10.06.2022"
1722439,Нечаев Иван Игоревич,Q140122068,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент по работе с соотечественниками за рубежом,Q139927432,"11.06.2025"
1722440,Никитин Вадим Николаевич,Q140122070,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент лингвистического обеспечения,Q139927432,"01.10.2024"
1722441,Никитин Игорь Станиславович,Q140122071,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | третий европейский департамент,Q139927432,"08.07.2016"
1722442,Новосельцева Вероника Анатольевна,Q140122073,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике индонезии,Q139927432,"09.06.2023"
1722443,Носков Александр Александрович,Q140122074,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в монреале, канада",Q139927432,"10.06.2017"
1722444,Олисов Александр Васильевич,Q140122075,чрезвычайный и полномочный посланник 2 класса,ведущий эксперт | историко-документальный департамент,Q139927432,"12.04.2010"
1722445,Орлов Григорий Владимирович,Q140122079,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в королевстве нидерландов,Q139927432,"09.02.2023"
1722446,Ощепков Владимир Платонович,Q140122081,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | первый департамент азии,Q139927432,"10.02.2022"
1722447,Панов Андрей Леонидович,Q140122084,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент ближнего востока и северной африки,Q139927432,"03.09.2018"
1722448,Пашков Виктор Львович,Q140122087,чрезвычайный и полномочный посланник 2 класса,начальник отдела в департаменте | первый департамент азии,Q139927432,"11.06.2021"
1722449,Петрова Светлана Владимировна,Q140122088,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике никарагуа,Q139927432,"01.10.2024"
1722450,Погонин Алексей Алексеевич,Q140122090,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике словении,Q139927432,"29.12.2023"
1722451,Попов Игорь Витальевич,Q4372511,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в женеве, швейцарская конфедерация",Q139927432,"04.11.2011"
1722452,Попов Сергей Аркадьевич,Q140122092,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике замбия,Q139927432,"08.06.2020"
1722453,Прокофьев Александр Алексеевич,Q140122093,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент африки,Q139927432,"01.06.2009"
1722454,Прохоров Владимир Николаевич,Q4382149,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент многостороннего сотрудничества по правам человека,Q139927432,"03.09.2018"
1722455,Прохоров Олег Анатольевич,Q140122095,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в касабланке, королевство марокко",Q139927432,"08.11.2023"
1722456,Пшеничный Сергей Анатольевич,Q140122096,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент по работе с соотечественниками за рубежом,Q139927432,"02.10.2020"
1722457,Ревуцкий Антон Викторович,Q140122099,чрезвычайный и полномочный посланник 2 класса,начальник отдела в департаменте | департамент экономического сотрудничества,Q139927432,"01.10.2019"
1722458,Репкин Александр Валерьевич,Q140122100,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент экономического сотрудничества,Q139927432,"09.06.2023"
1722459,Рогов Алексей Александрович,Q140122101,чрезвычайный и полномочный посланник 2 класса,старший советник | посольство российской федерации в киргизской республике,Q139927432,"07.02.2007"
1722460,Романов Максим Геннадьевич,Q140122103,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в ливанской республике,Q139927432,"29.12.2023"
1722461,Рудницкий Артем Юрьевич,Q140122106,чрезвычайный и полномочный посланник 2 класса,ведущий эксперт | историко-документальный департамент,Q139927432,"10.02.2017"
1722462,Рябоконь Сергей Владимирович,Q140122109,чрезвычайный и полномочный посланник 2 класса,главный советник департамента | департамент международной информационной безопасности,Q139927432,"12.09.2022"
1722463,Селезнев Максим Владимирович,Q140122116,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике армения,Q139927432,"01.04.2024"
1722464,Семенова Екатерина Андреевна,Q140122119,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в народной республике бангладеш,Q139927432,"11.06.2025"
1722465,Сергеев Михаил Александрович,Q140122123,чрезвычайный и полномочный посланник 2 класса,главный советник департамента | консульский департамент,Q139927432,"12.09.2022"
1722466,Симаков Виктор Викторович,Q140122125,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в государстве израиль,Q139927432,"10.06.2017"
1722467,Ситников Альберт Владимирович,Q140122127,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент многостороннего сотрудничества по правам человека,Q139927432,"08.06.2020"
1722468,Скачков Андрей Семенович,Q140122128,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | второй европейский департамент,Q139927432,"10.02.2012"
1722469,Соколов Анатолий Викторович,Q18741031,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике чили,Q139927432,"08.06.2020"
1722470,Соколов Дмитрий Геннадьевич,Q140122129,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в королевстве испания,Q139927432,"01.10.2019"
1722471,Соколов Эдуард Анатольевич,Q140122130,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в боливарианской республике венесуэла,Q139927432,"01.11.2025"
1722472,Степанюк Вадим Анатольевич,Q140122132,чрезвычайный и полномочный посланник 2 класса,"заместитель постоянного представителя | постоянное представительство российской федерации при уставных и других органах снг в минске, республика белоруссия",Q139927432,"10.06.2022"
