"person_id","person_name","person__wikidata_item","rank_name","position","rank_item","rank_acquisition_date"
841742,Нестеренко Андрей Алексеевич,Q4317737,чрезвычайный и полномочный посол, | ,Q137783787,"15.07.2005"
841804,Довгаленко Татьяна Евгеньевна,Q136815744,чрезвычайный и полномочный посол,директор департамента | департамент партнерства с африкой,Q137783787,"11.06.2025"
841817,Масленников Владислав Владиславович,Q71164408,чрезвычайный и полномочный посол,директор департамента | департамент европейских проблем,Q137783787,"09.06.2023"
841849,Боровик Анатолий Васильевич,Q97343747,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в королевстве камбоджа,Q137783787,"09.02.2023"
841896,Змеевский Александр Владимирович,Q18242464,чрезвычайный и полномочный посол, | ,Q137783787,"28.07.2008"
841984,Мозго Игорь Николаевич,Q109493923,чрезвычайный и полномочный посланник 1 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в государстве эритрея,Q139927408,"09.06.2023"
842041,Кремнев Игорь Александрович,Q60835640,чрезвычайный и полномочный посланник 1 класса,заместитель директора департамента | департамент ближнего востока и северной африки,Q139927408,"25.12.2020"
842058,Богдашев Игорь Викторович,Q124770171,чрезвычайный и полномочный посол,директор департамента | департамент государственного протокола,Q137783787,"12.09.2022"
842125,Седых Владимир Васильевич,Q140121838,чрезвычайный и полномочный посланник 1 класса,заместитель директора департамента | третий европейский департамент,Q139927408,"03.09.2018"
842174,Аляутдинов Ринат Жафярович,Q120279437,чрезвычайный и полномочный посол,"постоянный представитель российской федерации | постоянное представительство российской федерации при юнеско в париже, французская республика",Q137783787,"09.06.2023"
842283,Беляев Игорь Алексеевич,Q40029902,чрезвычайный и полномочный посланник 1 класса,заместитель директора департамента | департамент ближнего востока и северной африки,Q139927408,"11.06.2019"
842473,Десятников Глеб Феликсович,Q65147835,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в иорданском хашимитском королевстве,Q137783787,"02.10.2023"
842492,Доровских Алексей Борисович,Q140121938,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в женеве, швейцарская конфедерация",Q139927432,"08.06.2020"
842497,Хохоликов Александр Николаевич,Q47453478,чрезвычайный и полномочный посол, | ,Q137783787,"29.12.2022"
842601,Лукашик Александр Петрович,Q28836368,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в черногории,Q137783787,"01.10.2024"
842609,Хорев Михаил Владимирович,Q140121788,чрезвычайный и полномочный посол,посол по особым поручениям | группа послов по особым поручениям мид российской федерации,Q137783787,"09.06.2023"
842617,Оранский Станислав Валерьевич,Q140122076,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в марселе, французская республика",Q139927432,"29.12.2022"
842714,Овчинников Алексей Михайлович,Q131305457,чрезвычайный и полномочный посол,директор департамента | департамент азиатского и тихоокеанского сотрудничества,Q137783787,"01.10.2024"
842776,Климов Алексей Владимирович,Q124770248,чрезвычайный и полномочный посол,директор департамента | консульский департамент,Q137783787,"08.11.2023"
842871,Искандаров Ильяс Фархадович,Q106355035,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике конго,Q137783787,"02.10.2023"
842893,Борисенко Георгий Евгеньевич,Q97343745,чрезвычайный и полномочный посол,заместитель министра иностранных дел российской федерации | руководство,Q137783787,"10.02.2018"
842998,Желтов Владимир Филиппович,Q56308102,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в государстве кувейт,Q137783787,"02.10.2023"
843002,Максимычев Дмитрий Игоревич,Q56308093,чрезвычайный и полномочный посол, | ,Q137783787,"02.10.2023"
843103,Петрович Сергей Святославович,Q109492484,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации на ямайке,Q137783787,"28.12.2021"
843202,Кузнецов Павел Маратович,Q4245044,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в финляндской республике,Q137783787,"23.04.2013"
843245,Кутрашев Эльбрус Кириллович,Q109490858,чрезвычайный и полномочный посланник 1 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике ирак,Q139927408,"09.02.2023"
843326,Тараров Владимир Николаевич,Q39082657,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике мозамбик,Q137783787,"10.02.2022"
843359,Дронов Алексей Александрович,Q140121803,чрезвычайный и полномочный посланник 1 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в бонне, федеративная республика германия",Q139927408,"08.11.2023"
843384,Материй Юрий Борисович,Q41199641,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике кабо-верде,Q137783787,"08.06.2020"
843395,Курмаз Александр Сергеевич,Q55653779,чрезвычайный и полномочный посол, | ,Q137783787,"02.10.2023"
843470,Боцан-Харченко Александр Аркадьевич,Q4095272,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике сербии,Q137783787,"10.02.2017"
843622,Красильников Николай Владимирович,Q84721857,чрезвычайный и полномочный посланник 1 класса, | ,Q139927408,"13.09.2021"
843662,Кулик Андрей Борисович,Q60827388,чрезвычайный и полномочный посол, | ,Q137783787,"28.12.2018"
843705,Буачидзе Гоча Леванович,Q140121793,чрезвычайный и полномочный посланник 1 класса,руководитель миссии российской федерации | представительство российской федерации при палестинской национальной администрации в рамалле,Q139927408,"25.12.2020"
843788,Сентебов Алексей Леонидович,Q40037788,чрезвычайный и полномочный посол, | ,Q137783787,"09.02.2023"
844011,Капырин Игорь Николаевич,Q140121809,чрезвычайный и полномочный посланник 1 класса,"директор департамента | департамент по связям с субъектами федерации, парламентом и общественными объединениями",Q139927408,"08.07.2016"
844095,Станиславов Евгений Арнольдович,Q107262941,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в венгрии,Q137783787,"13.09.2021"
844311,Камынин Михаил Леонидович,Q4211833,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в португальской республике,Q137783787,"13.11.2007"
844322,Баринова Надежда Михайловна,Q124770178,чрезвычайный и полномочный посол,директор департамента (член коллегии) | историко-документальный департамент,Q137783787,"09.02.2021"
844340,Токмаков Владимир Георгиевич,Q140121841,чрезвычайный и полномочный посланник 1 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в сан-паулу, федеративная республика бразилия",Q139927408,"13.06.2018"
844585,Удовиченко Николай Николаевич,Q24668916,чрезвычайный и полномочный посол, | ,Q137783787,"13.09.2021"
844593,Степанов Олег Владимирович,Q109489862,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в канаде,Q137783787,"09.06.2023"
844636,Ерхов Алексей Владимирович,Q30880268,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике узбекистан,Q137783787,"28.12.2018"
844639,Липаев Владимир Георгиевич,Q111033873,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в румынии,Q137783787,"20.02.2023"
844677,Суриков Александр Васильевич,Q40039888,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике мозамбик,Q137783787,"12.09.2022"
844716,Бикантов Александр Михайлович,Q112992859,чрезвычайный и полномочный посланник 1 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в центральноафриканской республике,Q139927408,"10.06.2022"
844851,Терехин Евгений Евгеньевич,Q65129933,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в федеративной демократической республике эфиопии,Q137783787,"09.02.2023"
844886,Аганин Айдар Рашидович,Q28839968,чрезвычайный и полномочный посланник 1 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в государстве ливия,Q139927408,"02.10.2023"
844887,Латыпов Наиль Мазгутович,Q97661636,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в малайзии,Q137783787,"01.11.2025"
844914,Дейнеко Александр Михайлович,Q140121801,чрезвычайный и полномочный посланник 1 класса,заместитель директора департамента | департамент по вопросам нераспространения и контроля над вооружениями,Q139927408,"26.12.2017"
844962,Жесткий Сергей Владимирович,Q137427649,чрезвычайный и полномочный посланник 1 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в лаосской народно-демократической республике,Q139927408,"13.06.2024"
845083,Каргаполов Анатолий Владимирович,Q140121975,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в гонконге (сянгане), китайская народная республика",Q139927432,"11.06.2019"
845218,Бородавкин Алексей Николаевич,Q4094465,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике казахстан,Q137783787,"28.09.2004"
845267,Авдеев Олег Николаевич,Q140121856,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в ченнаи, республика индия",Q139927432,"01.10.2019"
845408,Бондаренко Валерий Алексеевич,Q140121883,чрезвычайный и полномочный посланник 2 класса,начальник отдела в департаменте | третий департамент стран снг,Q139927432,"10.06.2017"
845638,Калинин Владимир Анатольевич,Q84724113,чрезвычайный и полномочный посланник 1 класса, | ,Q139927408,"13.09.2021"
845643,Кудашев Николай Ришатович,Q15070631,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике сингапур,Q137783787,"11.06.2019"
845787,Юшманов Андрей Константинович,Q140121852,чрезвычайный и полномочный посланник 1 класса,ведущий эксперт | департамент безопасности,Q139927408,"03.09.2018"
845796,Павловский Алексей Викторович,Q65148465,чрезвычайный и полномочный посол,директор департамента | второй департамент азии,Q137783787,"10.06.2017"
845813,Евдокимов Игорь Дмитриевич,Q18239098,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике бенин,Q137783787,"10.02.2018"
845846,Егоров Евгений Николаевич,Q140121804,чрезвычайный и полномочный посланник 1 класса,заместитель директора департамента | департамент кадров,Q139927408,"13.02.2024"
845853,Жирнов Дмитрий Александрович,Q97343779,чрезвычайный и полномочный посланник 1 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в исламской республике афганистан,Q139927408,"10.02.2022"
845971,Мацегора Александр Иванович,Q21106538,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в корейской народно-демократической республике,Q137783787,"01.10.2019"
846085,Соколенко Владимир Григорьевич,Q56308082,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике чад,Q137783787,"09.06.2023"
846103,Мелик-Багдасаров Сергей Михайлович,Q97459498,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в боливарианской республике венесуэла,Q137783787,"12.09.2022"
846139,Горлач Юрий Андреевич,Q123291095,чрезвычайный и полномочный посол,директор департамента | департамент ситуационно-кризисный центр,Q137783787,"09.06.2023"
846211,Келин Андрей Владимирович,Q15845826,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в соединенном королевстве великобритании и северной ирландии,Q137783787,"14.11.2012"
846335,Шульгин Александр Васильевич,Q4527538,чрезвычайный и полномочный посол, | ,Q137783787,"06.03.2007"
1201672,Суровцев Алексей Владимирович,,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в мумбаи, республика индия",Q139927432,"11.06.2021"
1318602,Шлыков Константин Владимирович,Q111842714,чрезвычайный и полномочный посланник 2 класса,советник | департамент ситуационно-кризисный центр,Q139927432,"10.06.2022"
1395512,Булгаков Илья Андреевич,Q140121890,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в иорданском хашимитском королевстве,Q139927432,"01.04.2024"
1574200,Тимашов Валерий Петрович,Q140122142,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в трабзоне, турецкая республика",Q139927432,"11.06.2025"
1697121,Чумаков Дмитрий Сергеевич,Q140122170,чрезвычайный и полномочный посланник 2 класса,"заместитель постоянного представителя | постоянное представительство российской федерации при оон в нью-йорке, соединенные штаты америки",Q139927432,"11.06.2021"
1721334,Швыдкой Михаил Ефимович,Q827054,чрезвычайный и полномочный посол,советник министра | генеральный секретариат (департамент),Q137783787,"09.06.2023"
1721527,Бутин Сергей Владимирович,Q120281339,чрезвычайный и полномочный посол,первый заместитель министра иностранных дел российской федерации | руководство,Q137783787,"08.06.2020"
1721530,Ванин Михаил Валентинович,Q4103372,чрезвычайный и полномочный посол,посол по особым поручениям | группа послов по особым поручениям мид российской федерации,Q137783787,"10.01.2006"
1721783,Ёлкин Александр Георгиевич,Q140121952,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в литовской республике,Q139927432,"10.02.2025"
1721784,Абакаров Юсуп Мурадбекович,Q140121853,чрезвычайный и полномочный посланник 2 класса,"генеральный консул | генеральное консульство российской федерации в джидде, королевство саудовская аравия",Q139927432,"10.02.2025"
1721785,Алипов Денис Евгеньевич,Q112992858,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике индии,Q137783787,"10.06.2022"
1721786,Андриашин Сергей ,Q140121859,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в исландии,Q139927432,"11.06.2025"
1721787,Бакеева Екатерина Николаевна,Q140121866,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | третий департамент азии,Q139927432,"01.11.2025"
1721788,Барабанов Вадим Леонидович,Q140121867,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в тунисской республике,Q139927432,"13.09.2021"
1721789,Барилович Михаил Анатольевич,Q140121868,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент лингвистического обеспечения,Q139927432,"13.06.2018"
1721790,Батадеев Александр Викторович,Q140121869,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в мексиканских соединенных штатах,Q139927432,"01.11.2025"
1721791,Бездетко Геннадий Степанович,Q109490441,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в социалистической республике вьетнам,Q137783787,"26.12.2025"
1721792,Бердыев Марат Владимирович,Q140121784,чрезвычайный и полномочный посол,посол по особым поручениям | группа послов по особым поручениям мид российской федерации,Q137783787,"01.11.2025"
1721793,Бибишев Андрей Александрович,Q140121877,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в оше, киргизская республика",Q139927432,"07.11.2012"
1721794,Билялитдинов Амир Анверович,Q140121878,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | четвертый департамент стран снг,Q139927432,"29.12.2022"
1721795,Биричевская Ольга Юрьевна,Q140121879,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | третий департамент стран снг,Q139927432,"26.12.2025"
1721796,Биричевский Дмитрий Анатольевич,Q136815712,чрезвычайный и полномочный посол,директор департамента | департамент экономического сотрудничества,Q137783787,"11.06.2025"
1721797,Боряк Василий Владимирович,Q140121885,чрезвычайный и полномочный посланник 2 класса,ведущий эксперт | департамент северной америки,Q139927432,"10.06.2017"
1721798,Братчиков Игорь Борисович,Q4096013,чрезвычайный и полномочный посол, | ,Q137783787,"29.12.2005"
1721799,Броварец Андрей Петрович,Q140121792,чрезвычайный и полномочный посланник 1 класса,посол по особым поручениям | группа послов по особым поручениям мид российской федерации,Q139927408,"26.12.2025"
1721800,Бурляй Максим Янович,Q140121795,чрезвычайный и полномочный посланник 1 класса,заместитель директора департамента | департамент информации и печати,Q139927408,"26.12.2025"
1721801,Буякевич Максим Витальевич,Q140121893,чрезвычайный и полномочный посланник 2 класса,"заместитель постоянного представителя | постоянное представительство российской федерации при организации по безопасности и сотрудничеству в европе (обсе) в вене, австрийская республика",Q139927432,"29.12.2022"
1721802,Варганов Евгений Юрьевич,Q140121895,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент экономического сотрудничества,Q139927432,"01.04.2024"
1721803,Варич Николай Николаевич,Q140121896,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент африки,Q139927432,"29.12.2022"
1721804,Василян Карен Ашотович,Q140121901,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генконсульство российской федерации в александрии, арабская республика египет",Q139927432,"13.06.2024"
1721805,Ведринская Мария Евгеньевна,Q140121903,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генконсульство российской федерации в генуе, итальянская республика",Q139927432,"13.02.2024"
1721806,Ветрик Сергей ,Q140121904,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генконсульство российской федерации в анталье, турецкая республика",Q139927432,"11.06.2025"
1721807,Вешкурцев Василий Михайлович,Q140121905,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в австрийской республике,Q139927432,"09.06.2023"
1721808,Владимир Николай Михайлович,Q16630585,чрезвычайный и полномочный посол,ведущий эксперт | генеральный секретариат (департамент),Q137783787,"11.02.2008"
1721809,Владышевский Феодосий Александрович,Q140121907,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в гродно, республика белоруссия",Q139927432,"13.09.2021"
1721810,Волгарев Александр Александрович,Q140121797,чрезвычайный и полномочный посланник 1 класса,"заместитель постоянного представителя | постоянное представительство российской федерации при организации по безопасности и сотрудничеству в европе (обсе) в вене, австрийская республика",Q139927408,"13.02.2024"
1721811,Волоковых Петр Сергеевич,Q140121910,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в азербайджанской республике,Q139927432,"02.10.2023"
1721812,Волынкин Иван Кириллович,Q15065088,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в туркменистане,Q137783787,"01.10.2019"
1721813,Воскресенский Филипп Сергеевич,Q140121912,чрезвычайный и полномочный посланник 2 класса,начальник отдела в департаменте | департамент информации и печати,Q139927432,"29.12.2022"
1721814,Вушкарник Антон Валерьевич,Q140121913,чрезвычайный и полномочный посланник 2 класса,"заместитель постоянного представителя | постоянное представительство российской федерации при организации по безопасности и сотрудничеству в европе (обсе) в вене, австрийская республика",Q139927432,"26.12.2025"
1721815,Голубовский Игорь Леонидович,Q124769907,чрезвычайный и полномочный посол,"постоянный представитель российской федерации | постоянное представительство российской федерации при продовольственной и сельскохозяйственной организации оон (фао) и др. мо со сходными функциями в риме, италия",Q137783787,"02.10.2020"
1721816,Голубовский Руслан Юрьевич,Q140121921,чрезвычайный и полномочный посланник 2 класса,"генеральный консул | генеральное консульство российской федерации в кейптауне, южно-африканская республика",Q139927432,"13.09.2021"
1721817,Гоменюк Александр Евгеньевич,Q140121922,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | генеральный секретариат (департамент),Q139927432,"17.10.2016"
1721818,Гребенщиков Всеволод Эдуардович,Q140121926,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент внешнеполитического планирования,Q139927432,"09.06.2023"
1721819,Гуенков Валерий Иванович,Q140121928,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике корея,Q139927432,"29.12.2022"
1721820,Даровских Федор Олегович,Q140121932,чрезвычайный и полномочный посланник 2 класса,главный советник департамента | латиноамериканский департамент,Q139927432,"09.02.2021"
1721821,Дейнего Владислав Николаевич,Q28799078,чрезвычайный и полномочный посланник 1 класса,руководитель представительства | представительство мид российской федерации в г. луганске,Q139927408,"13.06.2024"
1721822,Демурин Дмитрий ,Q140121934,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | второй департамент стран снг,Q139927432,"27.12.2024"
1721823,Демяненко Игорь Витальевич,Q140121935,чрезвычайный и полномочный посланник 2 класса,зам.руководителя терр.органа в субъекте рф-зам.представ.мин-ва | представительство мид россии в санкт-петербурге,Q139927432,"20.05.2021"
1721824,Джиоев Азар Заурбегович,Q140121936,чрезвычайный и полномочный посланник 2 класса,"заместитель постоянного представителя | постоянное представительство российской федерации при организации по запрещению химического оружия в гааге, королевство нидерландов",Q139927432,"13.06.2024"
1721825,Дробинин Алексей Юрьевич,Q131783603,чрезвычайный и полномочный посол,директор департамента (член коллегии) | департамент внешнеполитического планирования,Q137783787,"27.12.2024"
1721826,Дьяконенко Сергей Александрович,Q140121944,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | генеральный секретариат (департамент),Q139927432,"28.12.2021"
1721827,Желоховцев Иван Алексеевич,Q140121806,чрезвычайный и полномочный посланник 1 класса,директор департамента | первый департамент азии,Q139927408,"01.10.2024"
1721828,Замятина Галина Игоревна,Q140121958,чрезвычайный и полномочный посланник 2 класса,главный советник департамента | четвертый европейский департамент,Q139927432,"08.07.2016"
1721829,Зевахин Тимур ,Q140121960,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент азиатского и тихоокеанского сотрудничества,Q139927432,"11.06.2025"
1721830,Зезюлин Александр Николаевич,Q140121961,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации во французской республике,Q139927432,"12.09.2022"
1721831,Зиновьев Георгий Вениаминович,Q123731017,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике корея,Q137783787,"13.06.2024"
1721832,Ивахин Андрей Юрьевич,Q140121964,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в монголии,Q139927432,"10.02.2026"
1721833,Идамкин Алексей Михайлович,Q140121965,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в мале, мальдивская республика",Q139927432,"01.04.2024"
1721834,Инюшкин Игорь Николаевич,Q140121967,чрезвычайный и полномочный посланник 2 класса,начальник отдела в департаменте | четвертый европейский департамент,Q139927432,"08.06.2020"
1721835,Кабулов Замир Набиевич,Q4206757,чрезвычайный и полномочный посол,директор департамента (член коллегии) | второй департамент азии,Q137783787,"12.07.2010"
1721836,Кандауров Руслан Измаилович,Q140121972,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в гюмри, республика армения",Q139927432,"13.06.2024"
1721837,Керестеджиянц Алексей Леонидович,Q140121977,чрезвычайный и полномочный посланник 2 класса,главный советник департамента | департамент ситуационно-кризисный центр,Q139927432,"04.06.2014"
1721838,Кинщак Александр Александрович,Q4719314,чрезвычайный и полномочный посол,директор департамента | департамент ближнего востока и северной африки,Q137783787,"10.02.2017"
1721839,Кожанов Константин Петрович,Q18243696,чрезвычайный и полномочный посланник 1 класса,"заместитель директора департамента | департамент по связям с субъектами федерации,парламентом и общественными объединениями",Q139927408,"08.07.2016"
1721840,Кондратенков Михаил Юрьевич,Q140121994,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент по вопросам нераспространения и контроля над вооружениями,Q139927432,"10.02.2026"
1721841,Кононученко Сергей Борисович,Q140121812,чрезвычайный и полномочный посланник 1 класса,посол по особым поручениям | группа послов по особым поручениям мид российской федерации,Q139927408,"09.06.2023"
