person_id,diplomat_id,family_name,name,patronymic,wiki_url
1722036,232,ДЕМИН,АЛЕКСЕЙ,МИХАЙЛОВИЧ,"https://ru.wikipedia.org/wiki/%D0%94%D1%91%D0%BC%D0%B8%D0%BD,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87_(%D0%B4%D0%B8%D0%BF%D0%BB%D0%BE%D0%BC%D0%B0%D1%82)"
842473,63,ДЕСЯТНИКОВ,ГЛЕБ,ФЕЛИКСОВИЧ,"https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D1%81%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2,_%D0%93%D0%BB%D0%B5%D0%B1_%D0%A4%D0%B5%D0%BB%D0%B8%D0%BA%D1%81%D0%BE%D0%B2%D0%B8%D1%87"
1722295,64,ДЖАГАРЯН,ЛЕВАН,СЕМЕНОВИЧ,"https://ru.wikipedia.org/wiki/%D0%94%D0%B6%D0%B0%D0%B3%D0%B0%D1%80%D1%8F%D0%BD,_%D0%9B%D0%B5%D0%B2%D0%B0%D0%BD_%D0%A1%D0%B5%D0%BC%D0%B5%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
841804,65,ДОВГАЛЕНКО,ТАТЬЯНА,ЕВГЕНЬЕВНА,"https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%B2%D0%B3%D0%B0%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%A2%D0%B0%D1%82%D1%8C%D1%8F%D0%BD%D0%B0_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0"
836739,66,ДОГАДКИН,ДМИТРИЙ,НИКОЛАЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%B3%D0%B0%D0%B4%D0%BA%D0%B8%D0%BD,_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87"
1721825,67,ДРОБИНИН,АЛЕКСЕЙ,ЮРЬЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%94%D1%80%D0%BE%D0%B1%D0%B8%D0%BD%D0%B8%D0%BD,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%AE%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
845813,68,ЕВДОКИМОВ,ИГОРЬ,ДМИТРИЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%95%D0%B2%D0%B4%D0%BE%D0%BA%D0%B8%D0%BC%D0%BE%D0%B2,_%D0%98%D0%B3%D0%BE%D1%80%D1%8C_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B5%D0%B2%D0%B8%D1%87"
1722037,69,ЕВДОКИМОВ,МИХАИЛ,НИКОЛАЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%95%D0%B2%D0%B4%D0%BE%D0%BA%D0%B8%D0%BC%D0%BE%D0%B2,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87"
837490,70,ЕВСИКОВ,АЛЕКСЕЙ,НИКОЛАЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%95%D0%B2%D1%81%D0%B8%D0%BA%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87"
836227,71,ЕГОРОВ,АЛЕКСАНДР,РЭМОВИЧ,"https://ru.wikipedia.org/wiki/%D0%95%D0%B3%D0%BE%D1%80%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%A0%D1%8D%D0%BC%D0%BE%D0%B2%D0%B8%D1%87"
844636,72,ЕРХОВ,АЛЕКСЕЙ,ВЛАДИМИРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%95%D1%80%D1%85%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
836710,73,ЕФИМОВ,АЛЕКСАНДР,ВЛАДИМИРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%95%D1%84%D0%B8%D0%BC%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
842998,74,ЖЕЛТОВ,ВЛАДИМИР,ФИЛИППОВИЧ,"https://ru.wikipedia.org/wiki/%D0%96%D0%B5%D0%BB%D1%82%D0%BE%D0%B2,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%A4%D0%B8%D0%BB%D0%B8%D0%BF%D0%BF%D0%BE%D0%B2%D0%B8%D1%87"
844962,239,ЖЕСТКИЙ,СЕРГЕЙ,ВЛАДИМИРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%96%D0%B5%D1%81%D1%82%D0%BA%D0%B8%D0%B9,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
837083,75,ЖИЛКО,БОРИС,АНАТОЛЬЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%96%D0%B8%D0%BB%D0%BA%D0%BE,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
845853,240,ЖИРНОВ,ДМИТРИЙ,АЛЕКСАНДРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%96%D0%B8%D1%80%D0%BD%D0%BE%D0%B2,_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
838373,241,ЗАБИРОВ,ТИМУР,ФАТЕХОВИЧ,"https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%B1%D0%B8%D1%80%D0%BE%D0%B2,_%D0%A2%D0%B8%D0%BC%D1%83%D1%80_%D0%A4%D0%B0%D1%82%D0%B5%D1%85%D0%BE%D0%B2%D0%B8%D1%87"
834257,76,ЗАГАЙНОВ,ЕВГЕНИЙ,ТИМОФЕЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%B3%D0%B0%D0%B9%D0%BD%D0%BE%D0%B2,_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D0%B8%D0%B9_%D0%A2%D0%B8%D0%BC%D0%BE%D1%84%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
1722040,242,ЗАЙЦЕВ,АЛЕКСЕЙ,АНАТОЛЬЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%B9%D1%86%D0%B5%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87_(%D0%B4%D0%B8%D0%BF%D0%BB%D0%BE%D0%BC%D0%B0%D1%82)"
1722042,77,ЗАХАРОВА,МАРИЯ,ВЛАДИМИРОВНА,"https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D1%85%D0%B0%D1%80%D0%BE%D0%B2%D0%B0,_%D0%9C%D0%B0%D1%80%D0%B8%D1%8F_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BD%D0%B0"
1722043,78,ЗЕЙНАЛОВА,ИРАДА,АВТАНДИЛОВНА,"https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D0%B9%D0%BD%D0%B0%D0%BB%D0%BE%D0%B2%D0%B0,_%D0%98%D1%80%D0%B0%D0%B4%D0%B0_%D0%90%D0%B2%D1%82%D0%B0%D0%BD%D0%B4%D0%B8%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0"
1721831,79,ЗИНОВЬЕВ,ГЕОРГИЙ,ВЕНИАМИНОВИЧ,"https://ru.wikipedia.org/wiki/%D0%97%D0%B8%D0%BD%D0%BE%D0%B2%D1%8C%D0%B5%D0%B2,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_%D0%92%D0%B5%D0%BD%D0%B8%D0%B0%D0%BC%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
841896,80,ЗМЕЕВСКИЙ,АЛЕКСАНДР,ВЛАДИМИРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%97%D0%BC%D0%B5%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
1722296,81,ЗОЛОТОВ,АЛЕКСАНДР,ЮРЬЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%97%D0%BE%D0%BB%D0%BE%D1%82%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%AE%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87_(%D0%B4%D0%B8%D0%BF%D0%BB%D0%BE%D0%BC%D0%B0%D1%82)"
840928,82,ЗУЕВ,ГЕОРГИЙ,ВИКТОРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%97%D1%83%D0%B5%D0%B2,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
1722307,244,ЗЫКОВ,ДМИТРИЙ,КОНСТАНТИНОВИЧ,"https://ru.wikipedia.org/wiki/%D0%97%D1%8B%D0%BA%D0%BE%D0%B2,_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
1722044,84,ИВАНОВ,АНДРЕЙ,ПАВЛОВИЧ,"https://ru.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87"
1722045,245,ИЛЬИЧЕВ,ПЕТР,ВИКТОРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%98%D0%BB%D1%8C%D0%B8%D1%87%D0%B5%D0%B2,_%D0%9F%D0%B5%D1%82%D1%80_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
840894,86,ИСАКОВ,АЛЕКСЕЙ,ВИКТОРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%98%D1%81%D0%B0%D0%BA%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
842871,87,ИСКАНДАРОВ,ИЛЬЯС,ФАРХАДОВИЧ,"https://ru.wikipedia.org/wiki/%D0%98%D1%81%D0%BA%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D0%BE%D0%B2,_%D0%98%D0%BB%D1%8C%D1%8F%D1%81_%D0%A4%D0%B0%D1%80%D1%85%D0%B0%D0%B4%D0%BE%D0%B2%D0%B8%D1%87"
1721835,88,КАБУЛОВ,ЗАМИР,НАБИЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B1%D1%83%D0%BB%D0%BE%D0%B2,_%D0%97%D0%B0%D0%BC%D0%B8%D1%80_%D0%9D%D0%B0%D0%B1%D0%B8%D0%B5%D0%B2%D0%B8%D1%87"
836855,89,КАЛАБУХОВ,ИГОРЬ,АНДРЕЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BB%D0%B0%D0%B1%D1%83%D1%85%D0%BE%D0%B2,_%D0%98%D0%B3%D0%BE%D1%80%D1%8C_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
1722385,443,КАЛИНИН,АНДРЕЙ,ВИКТОРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
845638,247,КАЛИНИН,ВЛАДИМИР,АНАТОЛЬЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
844311,90,КАМЫНИН,МИХАИЛ,ЛЕОНИДОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BC%D1%8B%D0%BD%D0%B8%D0%BD,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87"
846211,91,КЕЛИН,АНДРЕЙ,ВЛАДИМИРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BB%D0%B8%D0%BD,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
840271,92,КЕМАРСКИЙ,АНДРЕЙ,ВАДИМОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BC%D0%B0%D1%80%D1%81%D0%BA%D0%B8%D0%B9,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9_%D0%92%D0%B0%D0%B4%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87"
1721838,93,КИНЩАК,АЛЕКСАНДР,АЛЕКСАНДРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D0%BD%D1%89%D0%B0%D0%BA,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
841377,94,КЛИМЕНКО,ЮРИЙ,НИКОЛАЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BC%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87"
842776,95,КЛИМОВ,АЛЕКСЕЙ,ВЛАДИМИРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BC%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87_(%D0%B4%D0%B8%D0%BF%D0%BB%D0%BE%D0%BC%D0%B0%D1%82)"
834855,96,КЛИМОВСКИЙ,КОНСТАНТИН,ВЯЧЕСЛАВОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BC%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_%D0%92%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87"
1721839,252,КОЖАНОВ,КОНСТАНТИН,ПЕТРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B6%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
835245,97,КОЖИН,АРТЁМ,АЛЕКСАНДРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B6%D0%B8%D0%BD,_%D0%90%D1%80%D1%82%D1%91%D0%BC_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
841087,98,КОЗЛОВ,СЕРГЕЙ,ГЕОРГИЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B7%D0%BB%D0%BE%D0%B2,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%B8%D1%87"
840464,99,КОПЫРКИН,СЕРГЕЙ,ПАВЛОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BF%D1%8B%D1%80%D0%BA%D0%B8%D0%BD,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87"
1722309,254,КОРЕПАНОВ,ДМИТРИЙ,ГЕНИЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%B5%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%93%D0%B5%D0%BD%D0%B8%D0%B5%D0%B2%D0%B8%D1%87"
839948,100,КОРОНЕЛЛИ,ВИКТОР,ВИКТОРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B5%D0%BB%D0%BB%D0%B8,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
1721848,101,КОРЧУНОВ,НИКОЛАЙ,ВИКТОРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D1%87%D1%83%D0%BD%D0%BE%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
835121,102,КОШКИН,СЕРГЕЙ,НИКОЛАЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%88%D0%BA%D0%B8%D0%BD,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87"
843622,256,КРАСИЛЬНИКОВ,НИКОЛАЙ,ВЛАДИМИРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
842041,258,КРЕМНЕВ,ИГОРЬ,АЛЕКСАНДРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B5%D0%BC%D0%BD%D0%B5%D0%B2,_%D0%98%D0%B3%D0%BE%D1%80%D1%8C_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
845643,103,КУДАШЕВ,НИКОЛАЙ,РИШАТОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%B4%D0%B0%D1%88%D0%B5%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%A0%D0%B8%D1%88%D0%B0%D1%82%D0%BE%D0%B2%D0%B8%D1%87"
1721856,485,КУДРОВ,ЕВГЕНИЙ,АЛЕКСАНДРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%B4%D1%80%D0%BE%D0%B2,_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D0%B8%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
843202,104,КУЗНЕЦОВ,ПАВЕЛ,МАРАТОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%B7%D0%BD%D0%B5%D1%86%D0%BE%D0%B2,_%D0%9F%D0%B0%D0%B2%D0%B5%D0%BB_%D0%9C%D0%B0%D1%80%D0%B0%D1%82%D0%BE%D0%B2%D0%B8%D1%87"
841443,105,КУЗЬМИН,ВАЛЕРИЙ,ИВАНОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%B7%D1%8C%D0%BC%D0%B8%D0%BD,_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
1721858,106,КУЛАХМЕТОВ,МАРАТ,МИНЮРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%BB%D0%B0%D1%85%D0%BC%D0%B5%D1%82%D0%BE%D0%B2,_%D0%9C%D0%B0%D1%80%D0%B0%D1%82_%D0%9C%D0%B8%D0%BD%D1%8E%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
843662,107,КУЛИК,АНДРЕЙ,БОРИСОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%BB%D0%B8%D0%BA,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87"
1721860,108,КУЛЬМУХАМЕТОВ,АЗАМАТ,РАХМЕТОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%BB%D1%8C%D0%BC%D1%83%D1%85%D0%B0%D0%BC%D0%B5%D1%82%D0%BE%D0%B2,_%D0%90%D0%B7%D0%B0%D0%BC%D0%B0%D1%82_%D0%A0%D0%B0%D1%85%D0%BC%D0%B5%D1%82%D0%BE%D0%B2%D0%B8%D1%87"
834214,109,КУРАКОВ,ДМИТРИЙ,ВИКТОРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%80%D0%B0%D0%BA%D0%BE%D0%B2,_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
843395,110,КУРМАЗ,АЛЕКСАНДР,СЕРГЕЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%80%D0%BC%D0%B0%D0%B7,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
843245,260,КУТРАШЕВ,ЭЛЬБРУС,КИРИЛЛОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%82%D1%80%D0%B0%D1%88%D0%B5%D0%B2,_%D0%AD%D0%BB%D1%8C%D0%B1%D1%80%D1%83%D1%81_%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D0%BB%D0%BE%D0%B2%D0%B8%D1%87"
836909,111,ЛАБЕЦКИЙ,АЛЕКСЕЙ,КАЗИМИРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B1%D0%B5%D1%86%D0%BA%D0%B8%D0%B9,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%9A%D0%B0%D0%B7%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
844887,113,ЛАТЫПОВ,НАИЛЬ,МАЗГУТОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D1%82%D1%8B%D0%BF%D0%BE%D0%B2,_%D0%9D%D0%B0%D0%B8%D0%BB%D1%8C_%D0%9C%D0%B0%D0%B7%D0%B3%D1%83%D1%82%D0%BE%D0%B2%D0%B8%D1%87"
1722049,261,ЛЕВИН,ОЛЕГ,ВЛАДИМИРОВИЧ,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%B8%D0%BD,_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
1722297,114,ЛЕДЕНЕВ,МИХАИЛ,НИКОЛАЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B4%D0%B5%D0%BD%D0%B5%D0%B2,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87"
844639,115,ЛИПАЕВ,ВЛАДИМИР,ГЕОРГИЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%BF%D0%B0%D0%B5%D0%B2,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%B8%D1%87"
837422,116,ЛОБАНОВ,ДМИТРИЙ,ДМИТРИЕВИЧ,"https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%B1%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B5%D0%B2%D0%B8%D1%87"
